premium,name,department,has_test,response_letter_required,area,salary,type,address,response_url,sort_point_distance,published_at,created_at,archived,apply_alternate_url,insider_interview,url,alternate_url,relations,employer,snippet,contacts,schedule,working_days,working_time_intervals,working_time_modes,accept_temporary,salary_from,salary_to,salary_currency,salary_gross,id
False,Москва,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T15:27:42+0300,2021-10-04T15:27:42+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48494343,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48494343,[],"{'id': '4649269', 'name': 'Иннотех, Группа компаний', 'url': 'https://api.hh.ru/employers/4649269', 'alternate_url': 'https://hh.ru/employer/4649269', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3621227.png', '240': 'https://hhcdn.ru/employer-logo/3621228.png', 'original': 'https://hhcdn.ru/employer-logo-original/795085.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4649269', 'trusted': True}","{'requirement': 'Наличие успешно завершенных проектов. Практический опыт реализации полного цикла разработки модели от идеи до внедрения. Инициативность – необходимо предлагать новые идеи...', 'responsibility': 'В наших ближайших планах: Наполнение графа на основе внутренних и внешних источников. Поиск новых типов связей. Выделение групп связанных лиц. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': None, 'street': None, 'building': None, 'description': None, 'lat': None, 'lng': None, 'raw': 'Москва, Пресненская набережная, 6 стр.2, Башня Империя', 'metro': None, 'metro_stations': [], 'id': '200613'}",,,2021-10-07T13:12:38+0300,2021-10-07T13:12:38+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=44959475,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/44959475,[],"{'id': '6528', 'name': 'dentsu', 'url': 'https://api.hh.ru/employers/6528', 'alternate_url': 'https://hh.ru/employer/6528', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3574556.jpeg', '90': 'https://hhcdn.ru/employer-logo/3574555.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/783416.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=6528', 'trusted': True}","{'requirement': None, 'responsibility': 'Говорят, что среди всех рекламных агентств мы лучше всех объясняем динамику бизнес-KPI и бренд-метрик с помощью интерпретируемых линейных...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-05T12:17:11+0300,2021-10-05T12:17:11+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=45256687,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/45256687,[],"{'id': '23040', 'name': 'Банк Открытие', 'url': 'https://api.hh.ru/employers/23040', 'alternate_url': 'https://hh.ru/employer/23040', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3383021.jpeg', '240': 'https://hhcdn.ru/employer-logo/3383022.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/735511.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=23040', 'trusted': True}","{'requirement': 'Высшее образование по направлению: математика, физика, компьютерные науки, экономика с математической специализацией. Знание теории вероятностей, математической статистики и оптимизационных методов. ', 'responsibility': 'Разработка моделей PD по корпоративным клиентам (транзакционные данные, внешние данные, финансовая отчетность). Разработка статистических моделей оценки риска корпоративных клиентов на...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '7172-7172-it', 'name': 'Лента, федеральная розничная сеть, IT '}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-06T14:19:51+0300,2021-10-06T14:19:51+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47803313,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47803313,[],"{'id': '7172', 'name': 'Лента, федеральная розничная сеть', 'url': 'https://api.hh.ru/employers/7172', 'alternate_url': 'https://hh.ru/employer/7172', 'logo_urls': {'240': 'https://hhcdn.ru/employer-logo/3857704.png', '90': 'https://hhcdn.ru/employer-logo/3857703.png', 'original': 'https://hhcdn.ru/employer-logo-original/854207.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=7172', 'trusted': True}","{'requirement': 'Прогнозирование клиентского поведения, управление логистикой на основе Big Data, персонализация покупательского опыта, ценообразование - на основе Machine Learning. Какие навыки нужны...', 'responsibility': 'Совместно с командой Data <highlighttext>Scientists</highlighttext> и Data инженеров внедряем платформу управления продуктивными решениями Machine Learning с мониторингом производительности, качества моделирования...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-it', 'name': 'Сбер. IT'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Кутузовский проспект', 'building': '32', 'description': None, 'lat': 55.740421, 'lng': 37.532071, 'raw': 'Москва, Кутузовский проспект, 32', 'metro': {'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}, 'metro_stations': [{'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}], 'id': '823806'}",,,2021-10-05T10:09:24+0300,2021-10-05T10:09:24+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=45989826,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/45989826,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Хорошие теоретические знания в DL. Знание последних достижений в области NLP. (постоянно следите за последними пейперами). Умение формулировать эксперименты с...', 'responsibility': 'Распределенное обучения моделей (horovod, torch.distibuted). Участие в соревнованиях по ML. Имеете сабмиты на лидербордах по NLP. Публикации по NLP. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T17:16:55+0300,2021-10-04T17:16:55+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47624259,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47624259,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Уровень: Middle/senior, необходим опыт работы с recsys. Мы ожидаем от вас: - высшее техническое образование с хорошей подготовкой в области...', 'responsibility': 'Стэк: - 45+ человек - численность сотрудников.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'улица Авиаконструктора Микояна', 'building': '12', 'description': None, 'lat': 55.792589, 'lng': 37.527588, 'raw': 'Москва, улица Авиаконструктора Микояна, 12', 'metro': {'station_name': 'Аэропорт', 'line_name': 'Замоскворецкая', 'station_id': '2.12', 'line_id': '2', 'lat': 55.800441, 'lng': 37.530477}, 'metro_stations': [{'station_name': 'Аэропорт', 'line_name': 'Замоскворецкая', 'station_id': '2.12', 'line_id': '2', 'lat': 55.800441, 'lng': 37.530477}], 'id': '355947'}",,,2021-10-04T10:00:30+0300,2021-10-04T10:00:30+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46859374,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/46859374,[],"{'id': '83639', 'name': 'Профи (profi.ru)', 'url': 'https://api.hh.ru/employers/83639', 'alternate_url': 'https://hh.ru/employer/83639', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3788287.png', '240': 'https://hhcdn.ru/employer-logo/3788288.png', 'original': 'https://hhcdn.ru/employer-logo-original/836851.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=83639', 'trusted': True}","{'requirement': 'Опыт работы в роли Data <highlighttext>Scientist</highlighttext>, ML-инженера или аналитика от года. Можешь рассказать, какие модели тебе удалось сделать и...', 'responsibility': 'Преобразовывать бизнес-задачи в математические модели. Для этого надо разбираться, как работает бизнес и продукт, как ведут себя пользователи. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': 'ozonru-2180-express', 'name': 'Ozon Express'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': None, 'description': None, 'lat': 55.746791, 'lng': 37.540991, 'raw': 'Москва, Пресненская набережная', 'metro': {'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, 'metro_stations': [{'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Деловой центр', 'line_name': 'Солнцевская', 'station_id': '133.468', 'line_id': '133', 'lat': 55.7491, 'lng': 37.5395}], 'id': '5799073'}",,,2021-10-04T18:36:20+0300,2021-10-04T18:36:20+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48502952,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48502952,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3391429.png', '240': 'https://hhcdn.ru/employer-logo/3391430.png', 'original': 'https://hhcdn.ru/employer-logo-original/737613.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'trusted': True}","{'requirement': 'Высшее математическое или техническое образование. Опыт в области data science от 2-х лет. Уверенный навык работы с аналитическими пакетами...', 'responsibility': 'Разрабатывать механизмы оптимизации затрат и прогнозирования спроса. Развивать рекомендательные системы. Оптимизировать системы логистики. Решение задач клиентской аналитики.'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-prof', 'name': 'Сбер для экспертов'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T13:27:31+0300,2021-10-04T13:27:31+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47567273,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47567273,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Профильное математическое/техническое образование. Промышленный опыт работы в области анализа данных и машинного обучения не менее полутора лет. ', 'responsibility': 'Выявление аномальных транзакций. Оценка контактности клиента в процессах сбора задолженности. Рекомендация продуктов банковской экосистемы. Прогнозирование и оптимизация сроков доставки банковских...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T15:28:00+0300,2021-10-04T15:28:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48494357,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48494357,[],"{'id': '4649269', 'name': 'Иннотех, Группа компаний', 'url': 'https://api.hh.ru/employers/4649269', 'alternate_url': 'https://hh.ru/employer/4649269', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3621227.png', '240': 'https://hhcdn.ru/employer-logo/3621228.png', 'original': 'https://hhcdn.ru/employer-logo-original/795085.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=4649269', 'trusted': True}","{'requirement': 'Высшее образование (математическое / техническое / финансовое). Понимание методологии оценки кредитного риска клиентов корпоративного сегмента (малого и среднего бизнеса). Практический опыт реализации...', 'responsibility': 'В кросс-функциональную команду аналитиков данных банка ВТБ требуется Data <highlighttext>Scientist</highlighttext> для разработки моделей оценки кредитного риска для клиентов корпоративного...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
True,Москва,"{'id': '80-80-bank', 'name': ' Альфа-Банк'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T14:49:35+0300,2021-10-04T14:49:35+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46795855,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/46795855,[],"{'id': '80', 'name': 'Альфа-Банк', 'url': 'https://api.hh.ru/employers/80', 'alternate_url': 'https://hh.ru/employer/80', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/663873.png', '240': 'https://hhcdn.ru/employer-logo/3096625.png', '90': 'https://hhcdn.ru/employer-logo/3096624.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=80', 'trusted': True}","{'requirement': 'Опыт построения нейронных сетей в задачах NLP (классификация/NER/NMT/сегментация/суммаризация) и/или большой опыт работы c DL. ', 'responsibility': 'Разрабатывать и поддерживать модели. Развивать и поддерживать внутренний фреймворк для разработки моделе. Генерировать и применять в моделях новые фичи на...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T16:27:00+0300,2021-10-04T16:27:00+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48497659,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48497659,[],"{'id': '2863076', 'name': 'Skillbox', 'url': 'https://api.hh.ru/employers/2863076', 'alternate_url': 'https://hh.ru/employer/2863076', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/798328.png', '90': 'https://hhcdn.ru/employer-logo/3634199.png', '240': 'https://hhcdn.ru/employer-logo/3634200.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2863076', 'trusted': True}","{'requirement': 'Опыт реализации алгоритмов машинного обучения (Python, R etc). Понимание основных методов и алгоритмов Machine Learning. Уверенное владение Python (numpy, scipy...', 'responsibility': 'Проверять работы студентов (до 10-20 проверок студентов в день). Давать обратную связь студентам по выполненным заданиям в письменном виде...'}",,"{'id': 'remote', 'name': 'Удаленная работа'}",[],"[{'id': 'from_four_to_six_hours_in_a_day', 'name': 'Можно работать сменами по\xa04–6 часов в\xa0день'}]","[{'id': 'start_after_sixteen', 'name': 'Можно начинать работать после 16:00'}]",True,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T14:17:14+0300,2021-10-04T14:17:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46820432,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/46820432,[],"{'id': '738', 'name': 'Auriga', 'url': 'https://api.hh.ru/employers/738', 'alternate_url': 'https://hh.ru/employer/738', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/1508486.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/266489.jpg', '240': 'https://hhcdn.ru/employer-logo/1508487.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=738', 'trusted': True}","{'requirement': 'Опыт в построении моделей машинного обучения (ML). Уверенное знание Python. Английский язык для регулярных коммуникаций.', 'responsibility': 'Выяснение фактических целей и изучение предметной области в необходимом объёме. Формулирование метрик. Исследование и подготовка данных. Построение и оценка моделей. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': 'ozonru-2180-express', 'name': 'Ozon Express'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Пресненская набережная', 'building': None, 'description': None, 'lat': 55.746791, 'lng': 37.540991, 'raw': 'Москва, Пресненская набережная', 'metro': {'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, 'metro_stations': [{'station_name': 'Выставочная', 'line_name': 'Филевская', 'station_id': '4.172', 'line_id': '4', 'lat': 55.750243, 'lng': 37.542641}, {'station_name': 'Деловой центр', 'line_name': 'Большая кольцевая линия', 'station_id': '97.603', 'line_id': '97', 'lat': 55.7491, 'lng': 37.5395}, {'station_name': 'Деловой центр', 'line_name': 'Солнцевская', 'station_id': '133.468', 'line_id': '133', 'lat': 55.7491, 'lng': 37.5395}], 'id': '5799073'}",,,2021-10-04T18:37:21+0300,2021-10-04T18:37:21+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48503149,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48503149,[],"{'id': '2180', 'name': 'Ozon', 'url': 'https://api.hh.ru/employers/2180', 'alternate_url': 'https://hh.ru/employer/2180', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3391429.png', '240': 'https://hhcdn.ru/employer-logo/3391430.png', 'original': 'https://hhcdn.ru/employer-logo-original/737613.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=2180', 'trusted': True}","{'requirement': 'Высшее математическое или техническое образование. Опыт в области data science от 3-х лет. Уверенный навык работы с аналитическими пакетами...', 'responsibility': 'Организация и лидирование data science команды. Разработка логистических систем. Прогнозирование спроса и моделирование ценообразования. Развитие рекомендательных систем. Решение задач клиентской...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Алтуфьевское шоссе', 'building': '31с7', 'description': None, 'lat': 55.861898, 'lng': 37.583167, 'raw': 'Москва, Алтуфьевское шоссе, 31с7', 'metro': {'station_name': 'Владыкино', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.28', 'line_id': '9', 'lat': 55.848236, 'lng': 37.590451}, 'metro_stations': [{'station_name': 'Владыкино', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.28', 'line_id': '9', 'lat': 55.848236, 'lng': 37.590451}, {'station_name': 'Владыкино', 'line_name': 'МЦК', 'station_id': '95.516', 'line_id': '95', 'lat': 55.847222, 'lng': 37.591944}, {'station_name': 'Отрадное', 'line_name': 'Серпуховско-Тимирязевская', 'station_id': '9.97', 'line_id': '9', 'lat': 55.864273, 'lng': 37.605066}], 'id': '845072'}",,,2021-10-04T10:04:14+0300,2021-10-04T10:04:14+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=46606037,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/46606037,[],"{'id': '59', 'name': 'РОЛЬФ, группа компаний', 'url': 'https://api.hh.ru/employers/59', 'alternate_url': 'https://hh.ru/employer/59', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/3909611.jpeg', '240': 'https://hhcdn.ru/employer-logo/3909612.jpeg', 'original': 'https://hhcdn.ru/employer-logo-original/867184.jpg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=59', 'trusted': True}","{'requirement': 'Знание и понимание алгоритмов машинного обучения. Знание и понимание математического моделирования и математического анализа. Опыт программирования на Python (желателен). ', 'responsibility': 'Поиск и оценка новых источников данных. Написание SQL запросов, работа с XML. Интеграция с api сторонних сервисов для получения данных. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-data', 'name': 'Сбер. Data Science'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Москва', 'street': 'Кутузовский проспект', 'building': '32к1', 'description': None, 'lat': 55.741338, 'lng': 37.531127, 'raw': 'Москва, Кутузовский проспект, 32к1', 'metro': {'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, 'metro_stations': [{'station_name': 'Кутузовская', 'line_name': 'Филевская', 'station_id': '4.73', 'line_id': '4', 'lat': 55.740544, 'lng': 37.5341}, {'station_name': 'Кутузовская', 'line_name': 'МЦК', 'station_id': '95.536', 'line_id': '95', 'lat': 55.740833, 'lng': 37.533333}], 'id': '731097'}",,,2021-10-04T18:16:48+0300,2021-10-04T18:16:48+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48502346,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48502346,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Знание и опыт в области Data Science (от 3 лет). Хорошее знание Python (в том числе опыт работы с Python...', 'responsibility': 'Проведение прикладных исследований в направлении ESG (Environmental, Social and Corporate Governance) с применением статистических методов, методов машинного обучения. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,,True,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}","{'city': 'Московская область', 'street': 'аэропорт Шереметьево имени А.С. Пушкина', 'building': None, 'description': None, 'lat': 55.966786, 'lng': 37.415685, 'raw': 'Московская область, аэропорт Шереметьево имени А.С. Пушкина', 'metro': None, 'metro_stations': [], 'id': '5443269'}",,,2021-10-04T09:21:56+0300,2021-10-04T09:21:56+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=45349324,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/45349324,[],"{'id': '229', 'name': 'Международный аэропорт Шереметьево', 'url': 'https://api.hh.ru/employers/229', 'alternate_url': 'https://hh.ru/employer/229', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/593707.jpg', '240': 'https://hhcdn.ru/employer-logo/2816084.jpeg', '90': 'https://hhcdn.ru/employer-logo/2816083.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=229', 'trusted': True}","{'requirement': 'Образование высшее техническое/математическое/экономическое. Опыт от 1 года в области построения предиктивных моделей/. Обработки bigdata. Знание ключевых библиотек анализа...', 'responsibility': 'Проведение построения системы хранения и обработки данных для аналитических механизмов. Подбор оптимальной программы среды разработки (alteryx, python, r, cuda и...'}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '3529-3529-prof', 'name': 'Сбер для экспертов'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T13:26:53+0300,2021-10-04T13:26:53+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=48375523,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/48375523,[],"{'id': '3529', 'name': 'Сбербанк', 'url': 'https://api.hh.ru/employers/3529', 'alternate_url': 'https://hh.ru/employer/3529', 'logo_urls': {'original': 'https://hhcdn.ru/employer-logo-original/868362.JPG', '90': 'https://hhcdn.ru/employer-logo/3914323.jpeg', '240': 'https://hhcdn.ru/employer-logo/3914324.jpeg'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=3529', 'trusted': True}","{'requirement': 'Хороший уровень владения Python. Продвинутое знание пакетов для анализа данных (scikit-learn, pandas, numpy, scipy). Глубокое понимание алгоритмов data mining...', 'responsibility': 'Разработка моделей в рамках программы ILM (управление жизненным циклом данных). Прогнозирование роста объемов дискового пространства, потребления ресурсов CPU/RAM. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
False,Москва,"{'id': '8582-8582-lmofis', 'name': 'Леруа Мерлен. Центральный офис'}",False,False,"{'id': '1', 'name': 'Москва', 'url': 'https://api.hh.ru/areas/1'}",,"{'id': 'open', 'name': 'Открытая'}",,,,2021-10-04T12:26:28+0300,2021-10-04T12:26:28+0300,False,https://hh.ru/applicant/vacancy_response?vacancyId=47398555,,https://api.hh.ru/areas/1,https://hh.ru/vacancy/47398555,[],"{'id': '8582', 'name': 'Леруа Мерлен', 'url': 'https://api.hh.ru/employers/8582', 'alternate_url': 'https://hh.ru/employer/8582', 'logo_urls': {'90': 'https://hhcdn.ru/employer-logo/2123246.png', 'original': 'https://hhcdn.ru/employer-logo-original/420293.png', '240': 'https://hhcdn.ru/employer-logo/2123247.png'}, 'vacancies_url': 'https://api.hh.ru/vacancies?employer_id=8582', 'trusted': True}","{'requirement': 'Python ML/DL libraries. Python-скрипты. AirFlow. PostgreSQL. Spark. Высшее техническое образование (желательно математика, физика). Знание Python и умение грамотно...', 'responsibility': 'Разработка моделей по предсказанию интереса клиента к покупкам товаров тех или иных категорий, а также предсказание стадий ремонтных работ клиента. '}",,"{'id': 'fullDay', 'name': 'Полный день'}",[],[],[],False,,,,,1
